zi,u_id,unicode,pinyin,nstrokes,alias,traditional,as_part,is_radical,layer,desc_cn,zi_en,desc_en,ts,sort_val,is_active
表,244,,biao3,,,錶,,,HSK_1-Common-05,,,watch (timepiece)/meter;  gauge; exterior surface/family relationship via females/to show (one's opinion)/a model/a table (listing information)/a form/a meter (measuring sth),,729.0,Y
规,4203,,gui1,,,規,,,HSK_1-Common-05,,,compass/a rule/regulation/to admonish/to plan/to scheme,,776.0,Y
角,5328,,jiao3,,,,Y,Y,HSK_1-Common-05,,,"angle/corner/horn/horn-shaped/unit of money equal to 0.1 yuan, or 10 cents (a dime)/CL:個|个[ge4]",,790.0,Y
角,5793,,jue2,,,,Y,Y,HSK_1-Common-05,,,role (theater)/to compete/ancient three legged wine vessel/third note of pentatonic scale,,796.0,Y
言,11555,,yan2,,,,Y,Y,HSK_1-Common-05,,,words/speech/to say/to talk,,871.0,Y
证,12941,,zheng4,,,證,,,HSK_1-Common-05,,,certificate/proof/to prove/to demonstrate/to confirm/variant of 症[zheng4]; to admonish/variant of 證|证[zheng4],,896.0,Y
评,8156,,ping2,,,評,,,HSK_1-Common-05,,,to discuss/to comment/to criticize/to judge/to choose (by public appraisal),,829.0,Y
识,9361,,shi2,,,識,,,HSK_1-Common-05,,,to know/knowledge/Taiwan pr. [shi4],,845.0,Y
识,13061,,zhi4,,,識,,,HSK_1-Common-05,,,to record/to write a footnote,,898.0,Y
诉,9699,,su4,,,訴,,,HSK_1-Common-05,,,to complain/to sue/to tell,,848.0,Y
诊,12895,,zhen3,,,診,,,HSK_1-Common-05,,,to examine or treat medically,,895.0,Y
词,2580,,ci2,,,詞,,,HSK_1-Common-05,,,"word/statement/speech/lyrics/CL:組|组[zu3],個|个[ge4]/a form of lyric poetry, flourishing in the Song dynasty 宋朝|宋朝[Song4 chao2]/CL:首[shou3]",,748.0,Y
译,11966,,yi4,,,譯,,,HSK_1-Common-05,,,to translate/to interpret,,876.0,Y
谷,4071,,gu3,,,穀,Y,Y,HSK_1-Common-05,,,grain/corn; valley,,775.0,Y
财,1949,,cai2,,,財,,,HSK_1-Common-05,,,money/wealth/riches/property/valuables,,736.0,Y
责,12627,,ze2,,,責,,,HSK_1-Common-05,,,duty/responsibility/to reproach/to blame,,890.0,Y
身,9269,,shen1,,,,Y,Y,HSK_1-Common-05,,,"body/life/oneself/personally/one's morality and conduct/the main part of a structure or body/pregnant/classifier for sets of clothes: suit, twinset/Kangxi radical 158",,843.0,Y
辛,11158,,xin1,,,,Y,Y,HSK_1-Common-05,,,"""(of taste) hot or pungent/hard/laborious/suffering/eighth in order/eighth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/letter """"H"""" or Roman """"VIII"""" in list """"A, B, C"""", or """"I, II, III"""" etc/ancient Chinese compass point: 285°/octa""",,868.0,Y
迎,63,,ying2,,,,,,HSK_1-Common-05,,,to welcome;  to meet/to forge ahead (esp. in the face of difficulties),,880.0,Y
近,5493,,jin4,,,,,,HSK_1-Common-05,,,near/close to/approximately,,792.0,Y
返,3465,,fan3,,,,,,HSK_1-Common-05,,,to return (to),,758.0,Y
这,12849,,zhe4,,,這,,,HSK_1-Common-05,,,"(pronoun) this; these/(bound form) this; the (followed by a noun)/(bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing)",,893.0,Y
迟,2322,,chi2,,,遲,,,HSK_1-Common-05,,,late/delayed/slow,,744.0,Y
邻,6688,,lin2,,,鄰,,,HSK_1-Common-05,,,neighbor/adjacent/close to  to draw near to/to add  to sum up/to comb (hair),,807.0,Y
针,12878,,zhen1,,,針,,,HSK_1-Common-05,,,"needle/pin/injection/stitch/CL:根[gen1],支[zhi1]",,894.0,Y
钉,3105,,ding1,,,釘,,,HSK_1-Common-05,,,nail/to follow closely/to keep at sb (to do sth)/variant of 盯[ding1],,753.0,Y
钉,3118,,ding4,,,釘,,,HSK_1-Common-05,,,to join things together by fixing them in place at one or more points/to nail/to pin/to staple/to sew on,,754.0,Y
闲,10924,,xian2,,,閒,,,HSK_1-Common-05,,,idle/unoccupied/leisure;  enclosure/(variant of 閒|闲[xian2]) idle/unoccupied/leisure,,866.0,Y
间,5145,,jian1,,,間,,,HSK_1-Common-05,,,between/among/within a definite time or space/room/section of a room or lateral space between two pairs of pillars/classifier for rooms,,788.0,Y
间,5230,,jian4,,,間,,,HSK_1-Common-05,,,gap/to separate/to thin out (seedlings)/to sow discontent,,789.0,Y
闷,7229,,men1,,,悶,,,HSK_1-Common-05,,,stuffy/shut indoors/to smother/to cover tightly,,817.0,Y
闷,7237,,men4,,,悶,,,HSK_1-Common-05,,,bored/depressed/melancholy/sealed/airtight/tightly closed,,818.0,Y
阻,13458,,zu3,,,,,,HSK_1-Common-05,,,to hinder/to block/to obstruct,,902.0,Y
阿,98,,e1,,,,,,HSK_1-Common-05,,,(literary) to flatter;  to curry favor with,,757.0,Y
阿,1274,,a1,,,,,,HSK_1-Common-05,,,"prefix used before monosyllabic names, kinship terms etc to indicate familiarity/used in transliteration/also pr. [a4]",,727.0,Y
附,124,,fu4,,,,,,HSK_1-Common-05,,,to add;  to attach/to be close to,,766.0,Y
际,5035,,ji4,,,際,,,HSK_1-Common-05,,,border/edge/boundary/interval/between/inter-/to meet/time/occasion/to meet with (circumstances),,787.0,Y
陆,6806,,liu4,,,陸,,,HSK_1-Common-05,,,six (banker's anti-fraud numeral),,810.0,Y
陆,6927,,lu4,,,陸,,,HSK_1-Common-05,,,(bound form) land (as opposed to the sea),,811.0,Y
陈,81,,chen2,,,陳,,,HSK_1-Common-05,,,to lay out;  to exhibit,,742.0,Y
青,8593,,qing1,,,,Y,Y,HSK_1-Common-05,,,green/blue/black/youth/young (of people),,833.0,Y
饭,3475,,fan4,,,飯,,,HSK_1-Common-05,,,cooked rice/CL:碗[wan3]/meal/CL:頓|顿[dun4]/(loanword) fan/devotee,,760.0,Y
饮,12053,,yin3,,,飲,,,HSK_1-Common-05,,,to drink,,877.0,Y
饮,12061,,yin4,,,飲,,,HSK_1-Common-05,,,to give (animals) water to drink,,878.0,Y
驱,8697,,qu1,,,驅,,,HSK_1-Common-05,,,to expel/to urge on/to drive/to run quickly;  variant of 驅|驱[qu1],,836.0,Y
驳,1898,,bo2,,,駁,,,HSK_1-Common-05,,,variegated/heterogeneous/to refute/to contradict/to ship by barge/a barge/a lighter (ship),,733.0,Y
驴,6938,,lu:2,,,驢,,,HSK_1-Common-05,,,donkey/CL:頭|头[tou2],,812.0,Y
鸡,4913,,ji1,,,雞,,,HSK_1-Common-05,,,fowl/chicken/CL:隻|只[zhi1]/(slang) prostitute,,783.0,Y
龟,4205,,gui1,,,龜,,,HSK_1-Common-05,,,tortoise/turtle,,777.0,Y
龟,8645,,qiu1,,,龜,,,HSK_1-Common-05,,,used in 龜茲|龟兹[Qiu1 ci2],,835.0,Y
丧,9035,,sang1; sang4,,,喪,,,HSK_1-Common-06,,,"mourning/funeral/(old) corpse; to lose sth abstract but important (courage, authority, one's life etc)/to be bereaved of (one's spouse etc)/to die/disappointed/discouraged",,1028.0,Y
乖,4122,,guai1,,,,,,HSK_1-Common-06,,,"(of a child) obedient, well-behaved/clever/shrewd/alert/perverse/contrary to reason/irregular/abnormal",,950.0,Y
事,9382,,shi4,,,,,,HSK_1-Common-06,,,"matter/thing/item/work/affair/CL:件[jian4],樁|桩[zhuang1],回[hui2]",,1034.0,Y
些,11069,,xie1,,,,,,HSK_1-Common-06,,,"classifier indicating a small amount or small number greater than 1: some, a few, several",,1057.0,Y
佩,7953,,pei4,,,,,,HSK_1-Common-06,,,to respect/to wear (belt etc),,1010.0,Y
佩,7959,,pei4,,,珮,,,HSK_1-Common-06,,,girdle ornaments,,1011.0,Y
佳,5048,,jia1,,,,,,HSK_1-Common-06,,,beautiful/fine/good,,967.0,Y
使,9370,,shi3,,,,,,HSK_1-Common-06,,,to make/to cause/to enable/to use/to employ/to send/to instruct sb to do sth/envoy/messenger,,1033.0,Y
侄,12971,,zhi2,,,,,,HSK_1-Common-06,,,variant of 姪|侄[zhi2],,1080.0,Y
侄,12977,,zhi2,,,姪,,,HSK_1-Common-06,,,nephew by the male line,,1081.0,Y
例,6453,,li4,,,,,,HSK_1-Common-06,,,example/precedent/rule/case/instance,,984.0,Y
侍,9385,,shi4,,,,,,HSK_1-Common-06,,,to serve/to attend upon,,1035.0,Y
供,3975,,gong1,,,,,,HSK_1-Common-06,,,to provide/to supply,,943.0,Y
供,4000,,gong4,,,,,,HSK_1-Common-06,,,sacrificial offering/to confess  bizarre/contradictory  inconsistent,,944.0,Y
依,11791,,yi1,,,,,,HSK_1-Common-06,,,to depend on/to comply with or listen to sb/according to/in the light of,,1062.0,Y
侦,12852,,zhen1,,,偵,,,HSK_1-Common-06,,,to scout/to spy/to detect,,1075.0,Y
侧,2012,,ce4,,,側,,,HSK_1-Common-06,,,the side/to incline towards/to lean/inclined/lateral/side,,917.0,Y
侧,12701,,zhai1,,,側,,,HSK_1-Common-06,,,lean on one side,,1071.0,Y
侨,8497,,qiao2,,,僑,,,HSK_1-Common-06,,,emigrant/to reside abroad,,1022.0,Y
其,8256,,qi2,,,,,,HSK_1-Common-06,,,his/her/its/their/that/such/it (refers to sth preceding it),,1019.0,Y
具,5683,,ju4,,,,,,HSK_1-Common-06,,,"tool/device/utensil/equipment/instrument/talent/ability/to possess/to have/to provide/to furnish/to state/classifier for devices, coffins, dead bodies",,975.0,Y
典,3012,,dian3,,,,,,HSK_1-Common-06,,,canon/law/standard work of scholarship/literary quotation or allusion/ceremony/to be in charge of/to mortgage or pawn,,934.0,Y
凭,8143,,ping2,,,憑,,,HSK_1-Common-06,,,"to lean against/to rely on/on the basis of/no matter (how, what etc)/proof",,1013.0,Y
凯,5853,,kai3,,,凱,,,HSK_1-Common-06,,,triumphant/victorious/chi (Greek letter Χχ),,976.0,Y
刮,4105,,gua1,,,,,,HSK_1-Common-06,,,to scrape/to blow/to shave/to plunder/to extort,,948.0,Y
刮,4110,,gua1,,,颳,,,HSK_1-Common-06,,,to blow (of the wind),,949.0,Y
到,125,,dao4,,,,,,HSK_1-Common-06,,,to reach;  to arrive/to leave for,,928.0,Y
制,13019,,zhi4,,,,,,HSK_1-Common-06,,,system/to control/to regulate/variant of 製|制[zhi4],,1083.0,Y
制,13058,,zhi4,,,製,,,HSK_1-Common-06,,,to manufacture/to make,,1084.0,Y
刺,2594,,ci4,,,,,,HSK_1-Common-06,,,thorn/sting/thrust/to prick/to pierce/to stab/to assassinate/to murder,,925.0,Y
势,9386,,shi4,,,勢,,,HSK_1-Common-06,,,power/influence/potential/momentum/tendency/trend/situation/conditions/outward appearance/sign/gesture/male genitals,,1036.0,Y
卖,7076,,mai4,,,賣,,,HSK_1-Common-06,,,to sell/to betray/to spare no effort/to show off or flaunt,,994.0,Y
卧,10593,,wo4,,,臥,,,HSK_1-Common-06,,,to lie/to crouch,,1053.0,Y
厕,2015,,ce4,,,廁,,,HSK_1-Common-06,,,restroom/toilet/lavatory,,918.0,Y
叔,9452,,shu1,,,,,,HSK_1-Common-06,,,uncle/father's younger brother/husband's younger brother/Taiwan pr. [shu2],,1037.0,Y
取,8726,,qu3,,,,,,HSK_1-Common-06,,,to take/to get/to choose/to fetch,,1025.0,Y
呢,7624,,ne5,,,,,,HSK_1-Common-06,,,"""particle indicating that a previously asked question is to be applied to the preceding word (""""What about ...?"""", """"And ...?"""")/particle for inquiring about location (""""Where is ...?"""")/particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""""ok?"""", """"are you with me?"""")/(at the end of a declarative sentence) particle indicating continuation of a state or action/particle indicating strong affirmation""",,1003.0,Y
呢,7633,,ni2,,,,,,HSK_1-Common-06,,,woolen material,,1004.0,Y
味,10492,,wei4,,,,,,HSK_1-Common-06,,,taste/smell/(fig.) (noun suffix) feel/quality/sense/(TCM) classifier for ingredients of a medicine prescription,,1052.0,Y
呼,4531,,hu1,,,,,,HSK_1-Common-06,,,to call/to cry/to shout/to breath out/to exhale,,958.0,Y
命,7436,,ming4,,,,,,HSK_1-Common-06,,,"life/fate/order or command/to assign a name, title etc",,1000.0,Y
和,16,,he2,,,,,,HSK_1-Common-06,,,(joining two nouns) and;  together with,,955.0,Y
和,4420,,he4,,,,,,HSK_1-Common-06,,,to compose a poem in reply (to sb's poem) using the same rhyme sequence/to join in the singing/to chime in with others,,956.0,Y
和,4834,,huo2,,,,,,HSK_1-Common-06,,,"to combine a powdery substance (flour, plaster etc) with water/Taiwan pr. [huo4]",,961.0,Y
和,4845,,huo4,,,,,,HSK_1-Common-06,,,to mix (ingredients) together/to blend/classifier for rinses of clothes/classifier for boilings of medicinal herbs,,962.0,Y
咏,12163,,yong3,,,詠,,,HSK_1-Common-06,,,to sing,,1066.0,Y
咐,3744,,fu4,,,,,,HSK_1-Common-06,,,to order,,941.0,Y
固,4092,,gu4,,,,,,HSK_1-Common-06,,,hard/strong/solid/sure/assuredly/undoubtedly/of course/indeed/admittedly,,947.0,Y
国,195,,guo2,,,國,,,HSK_1-Common-06,,,country;  nation,,953.0,Y
图,10196,,tu2,,,圖,,,HSK_1-Common-06,,,diagram/picture/drawing/chart/map/CL:張|张[zhang1]/to plan/to scheme/to attempt/to pursue/to seek,,1046.0,Y
坡,8160,,po1,,,,,,HSK_1-Common-06,,,slope/CL:個|个[ge4]/sloping/slanted,,1015.0,Y
坦,9879,,tan3,,,,,,HSK_1-Common-06,,,flat/open-hearted/level/smooth,,1043.0,Y
垂,2508,,chui2,,,,,,HSK_1-Common-06,,,to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach,,924.0,Y
垃,6186,,la1,,,,,,HSK_1-Common-06,,,used in 垃圾[la1 ji1]/Taiwan pr. [le4],,981.0,Y
垄,6836,,long3,,,壟,,,HSK_1-Common-06,,,ridge between fields/row of crops/grave mound,,988.0,Y
奇,4878,,ji1,,,,,,HSK_1-Common-06,,,odd (number),,965.0,Y
奇,8259,,qi2,,,,,,HSK_1-Common-06,,,strange/odd/weird/wonderful/surprisingly/unusually,,1018.0,Y
奋,3579,,fen4,,,奮,,,HSK_1-Common-06,,,to exert oneself (bound form)  adoptive  foster/futile  in vain/(dialect) rude  blunt/(dialect) to cold-shoulder,,940.0,Y
奔,1582,,ben1,,,,,,HSK_1-Common-06,,,to hurry/to rush/to run quickly/to elope,,913.0,Y
奔,1594,,ben4,,,,,,HSK_1-Common-06,,,to go to/to head for/towards/Taiwan pr. [ben1],,914.0,Y
妻,8232,,qi1,,,,,,HSK_1-Common-06,,,wife,,1017.0,Y
妻,8334,,qi4,,,,,,HSK_1-Common-06,,,to marry off (a daughter),,1020.0,Y
委,10414,,wei1,,,,,,HSK_1-Common-06,,,"same as 逶 in 逶迤 winding, curved",,1050.0,Y
委,10466,,wei3,,,,,,HSK_1-Common-06,,,to entrust/to cast aside/to shift (blame etc)/to accumulate/roundabout/winding/dejected/listless/committee member/council/end/actually/certainly,,1051.0,Y
季,4987,,ji4,,,,,,HSK_1-Common-06,,,season/the last month of a season/fourth or youngest amongst brothers/classifier for seasonal crop yields,,966.0,Y
尚,9181,,shang4,,,,,,HSK_1-Common-06,,,still/yet/to value/to esteem,,1029.0,Y
岩,11535,,yan2,,,嵒,,,HSK_1-Common-06,,,variant of 巖|岩[yan2]; cliff/rock,,1061.0,Y
岭,6758,,ling3,,,嶺,,,HSK_1-Common-06,,,mountain range/mountain ridge,,986.0,Y
岸,1336,,an4,,,㟁,,,HSK_1-Common-06,,,variant of 岸[an4];  bank;  shore,,905.0,Y
帖,10088,,tie1,,,,,,HSK_1-Common-06,,,fitting snugly/appropriate/suitable/variant of 貼|贴[tie1]/to paste/to obey,,1044.0,Y
帖,10092,,tie3,,,,,,HSK_1-Common-06,,,invitation card/notice,,1045.0,Y
帜,13024,,zhi4,,,幟,,,HSK_1-Common-06,,,flag,,1085.0,Y
幸,11196,,xing4,,,倖,,,HSK_1-Common-06,,,trusted/intimate/(of the emperor) to visit/variant of 幸[xing4];  fortunate/lucky,,1059.0,Y
彼,1632,,bi3,,,,,,HSK_1-Common-06,,,that/those/(one) another,,915.0,Y
往,10393,,wang3,,,,,,HSK_1-Common-06,,,to go (in a direction)/to/towards/(of a train) bound for/past/previous,,1048.0,Y
征,12916,,zheng1,,,徵,,,HSK_1-Common-06,,,to invite/to recruit/to levy (taxes)/to draft (troops)/phenomenon/symptom/characteristic sign (used as proof)/evidence;  journey/trip/expedition/to go on long campaign/to attack,,1077.0,Y
径,5542,,jing4,,,徑,,,HSK_1-Common-06,,,footpath/track/diameter/straight/directly,,973.0,Y
忠,13083,,zhong1,,,,,,HSK_1-Common-06,,,loyal/devoted/honest,,1087.0,Y
态,9844,,tai4,,,態,,,HSK_1-Common-06,,,(bound form)/appearance/shape/form/state/attitude/(grammar) voice,,1042.0,Y
或,4851,,huo4,,,,,,HSK_1-Common-06,,,maybe/perhaps/might/possibly/or,,963.0,Y
所,9785,,suo3,,,,,,HSK_1-Common-06,,,"actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive/CL:個|个[ge4]",,1040.0,Y
披,8006,,pi1,,,,,,HSK_1-Common-06,,,to drape over one's shoulders/to open/to unroll/to split open/to spread out,,1012.0,Y
抬,9829,,tai2,,,,,,HSK_1-Common-06,,,to lift/to raise/(of two or more persons) to carry,,1041.0,Y
抱,1531,,bao4,,,,,,HSK_1-Common-06,,,to hold/to carry (in one's arms)/to hug/to embrace/to surround/to cherish/(coll.) (of clothes) to fit nicely,,911.0,Y
抵,2961,,di3,,,,,,HSK_1-Common-06,,,to press against/to support/to prop up/to resist/to equal/to balance/to make up for/to mortgage/to arrive at/to clap (one's hands) lightly (expressing delight) (Taiwan pr. [zhi3] for this sense),,932.0,Y
抹,7039,,ma1,,,,,,HSK_1-Common-06,,,to wipe,,992.0,Y
抹,7458,,mo3,,,,,,HSK_1-Common-06,,,"to smear/to wipe/to erase/classifier for wisps of cloud, light-beams etc",,1001.0,Y
押,11464,,ya1,,,,,,HSK_1-Common-06,,,to mortgage/to pawn/to detain in custody/to escort and protect/(literary) to sign,,1060.0,Y
抽,2374,,chou1,,,,,,HSK_1-Common-06,,,to draw out/to pull out from in between/to remove part of the whole/(of certain plants) to sprout or bud/to whip or thrash,,923.0,Y
担,2795,,dan1,,,擔,,,HSK_1-Common-06,,,to undertake/to carry/to shoulder/to take responsibility,,926.0,Y
担,2823,,dan4,,,擔,,,HSK_1-Common-06,,,"picul (100 catties, 50 kg)/two buckets full/carrying pole and its load/classifier for loads carried on a shoulder pole",,927.0,Y
拆,2073,,chai1,,,,,,HSK_1-Common-06,,,to tear open/to tear down/to tear apart/to open,,919.0,Y
拉,6187,,la1,,,,,,HSK_1-Common-06,,,to pull/to play (a bowed instrument)/to drag/to draw/to chat/(coll.) to empty one's bowels,,982.0,Y
拌,1473,,ban4,,,,,,HSK_1-Common-06,,,to mix/to mix in/to toss (a salad),,910.0,Y
拍,7862,,pai1,,,,,,HSK_1-Common-06,,,to pat/to clap/to slap/to swat/to take (a photo)/to shoot (a film)/racket (sports)/beat (music),,1007.0,Y
拐,4124,,guai3,,,,,,HSK_1-Common-06,,,to turn (a corner etc)/to kidnap/to swindle/to misappropriate/seven (used as a substitute for 七[qi1])/variant of 枴|拐[guai3];  cane/walking stick/crutch/old man's staff,,951.0,Y
拔,1404,,ba2,,,,,,HSK_1-Common-06,,,to pull up/to pull out/to draw out by suction/to select/to pick/to stand out (above level)/to surpass/to seize,,907.0,Y
拖,10270,,tuo1,,,,,,HSK_1-Common-06,,,to drag/to tow/to trail/to hang down/to mop (the floor)/to delay/to drag on,,1047.0,Y
拘,5628,,ju1,,,,,,HSK_1-Common-06,,,to capture/to restrain/to constrain/to adhere rigidly to/inflexible,,974.0,Y
招,12784,,zhao1,,,,,,HSK_1-Common-06,,,to recruit/to provoke/to beckon/to incur/to infect/contagious/a move (chess)/a maneuver/device/trick/to confess,,1073.0,Y
拢,102,,long3,,,攏,,,HSK_1-Common-06,,,to gather together;  to collect/to approach,,987.0,Y
拣,5160,,jian3,,,揀,,,HSK_1-Common-06,,,to choose/to pick/to sort out/to pick up,,969.0,Y
拥,88,,yong1,,,擁,,,HSK_1-Common-06,,,to hold in one's arms;  to embrace/to surround,,1065.0,Y
拦,6237,,lan2,,,攔,,,HSK_1-Common-06,,,to block sb's path/to obstruct/to flag down (a taxi),,983.0,Y
拨,1856,,bo1,,,撥,,,HSK_1-Common-06,,,"to push aside with the hand, foot, a stick etc/to dial/to allocate/to set aside (money)/to poke (the fire)/to pluck (a string instrument)/to turn round/classifier: group, batch",,916.0,Y
择,12620,,ze2,,,擇,,,HSK_1-Common-06,,,to select/to choose/to pick over/to pick out/to differentiate/to eliminate/also pr. [zhai2],,1070.0,Y
斩,12732,,zhan3,,,斬,,,HSK_1-Common-06,,,to behead (as form of capital punishment)/to chop,,1072.0,Y
旺,10407,,wang4,,,,,,HSK_1-Common-06,,,prosperous/flourishing/(of flowers) blooming/(of fire) roaring,,1049.0,Y
昂,1347,,ang2,,,,,,HSK_1-Common-06,,,to lift/to raise/to raise one's head/high/high spirits/soaring/expensive,,906.0,Y
昆,6144,,kun1,,,,,,HSK_1-Common-06,,,descendant/elder brother/a style of Chinese poetry,,980.0,Y
昌,2140,,chang1,,,,,,HSK_1-Common-06,,,prosperous/flourishing,,920.0,Y
明,7421,,ming2,,,,,,HSK_1-Common-06,,,bright/opposite: dark 暗[an4]/(of meaning) clear/to understand/next/public or open/wise/generic term for a sacrifice to the gods,,998.0,Y
易,11915,,yi4,,,,,,HSK_1-Common-06,,,"""easy/amiable/to change/to exchange/prefix corresponding to the English adjective suffix """"-able"""" or """"-ible""""""",,1063.0,Y
杯,1550,,bei1,,,盃,,,HSK_1-Common-06,,,"variant of 杯[bei1]/trophy cup/classifier for certain containers of liquids: glass, cup; cup/trophy cup/classifier for certain containers of liquids: glass, cup",,912.0,Y
杰,5384,,jie2,,,傑,,,HSK_1-Common-06,,,(bound form) hero/heroic/outstanding person/prominent/distinguished,,970.0,Y
松,9632,,song1,,,鬆,,,HSK_1-Common-06,,,"loose/to loosen/to relax/floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling); pine/CL:棵[ke1]",,1039.0,Y
板,7901,,pan4,,,闆,,,HSK_1-Common-06,,,to catch sight of in a doorway (old); board/plank/plate/shutter/table tennis bat/clappers (music)/CL:塊|块[kuai4]/accented beat in Chinese music/hard/stiff/to stop smiling or look serious,,1009.0,Y
构,4031,,gou4,,,構,,,HSK_1-Common-06,,,to construct/to form/to make up/to compose/literary composition/paper mulberry (Broussonetia papyrifera),,945.0,Y
析,10713,,xi1,,,,,,HSK_1-Common-06,,,to separate/to divide/to analyze,,1055.0,Y
枕,12887,,zhen3,,,,,,HSK_1-Common-06,,,pillow/to pillow/to rest one's head on (Taiwan pr. [zhen4] for this sense),,1076.0,Y
林,6673,,lin2,,,,,,HSK_1-Common-06,,,woods/forest/CL:片[pian4]/circle(s) (i.e. specific group of people)/a collection (of similar things),,985.0,Y
果,4258,,guo3,,,菓,,,HSK_1-Common-06,,,variant of 果[guo3]/fruit; fruit/result/resolute/indeed/if really,,954.0,Y
