zi,desc,pinyin,nstrokes,alias,is_radical,is_zi,is_traditional,desc_en,is_active
立,,Li4,,立,0,1,0,surname Li,1
郦,,Li4,,酈,0,1,0,surname Li/ancient place name,1
廉,,Lian2,,廉,0,1,0,surname Lian,1
连,,Lian2,,連,0,1,0,surname Lian,1
梁,,Liang2,,梁,0,1,0,Liang Dynasty (502-557)/Later Liang Dynasty (907-923)/surname Liang,1
凉,,Liang2,,涼,0,1,0,"the five Liang of the Sixteen Kingdoms, namely: Former Liang 前涼|前凉 (314-376), Later Liang 後涼|后凉 (386-403), Northern Liang 北涼|北凉 (398-439), Southern Liang 南涼|南凉[Nan2 Liang2] (397-414), Western Liang 西涼|西凉 (400-421)",1
僚,,Liao2,,僚,0,1,0,surname Liao,1
寮,,Liao2,,寮,0,1,0,Laos,1
膫,,Liao2,,膫,0,1,0,name of a state during Han Dynasty,1
辽,,Liao2,,遼,0,1,0,short name for Liaoning 遼寧|辽宁[Liao2 ning2] province/Liao or Khitan dynasty (907-1125),1
廖,,Liao4,,廖,0,1,0,surname Liao,1
林,,Lin2,,林,0,1,0,surname Lin/Japanese surname Hayashi,1
遴,,Lin2,,遴,0,1,0,surname Lin,1
蔺,,Lin4,,藺,0,1,0,surname Lin,1
凌,,Ling2,,凌,0,1,0,surname Ling,1
泠,,Ling2,,泠,0,1,0,surname Ling,1
刘,,Liu2,,劉,0,1,0,surname Liu,1
柳,,Liu3,,柳,0,1,0,surname Liu,1
隆,,Long2,,隆,0,1,0,"surname Long/short for 吉隆坡[Ji2 long2 po1], Kuala Lumpur",1
龙,,Long2,,龍,0,1,0,surname Long,1
陇,,Long3,,隴,0,1,0,short name for Gansu province 甘肅省|甘肃省[Gan1 su4 Sheng3],1
娄,,Lou2,,婁,0,1,0,surname Lou/one of the 28 lunar mansions in Chinese astronomy,1
楼,,Lou2,,樓,0,1,0,surname Lou,1
溇,,Lou2,,漊,0,1,0,see 漊水|溇水[Lou2 Shui3],1
卢,,Lu2,,盧,0,1,0,surname Lu/abbr. for Luxembourg 盧森堡|卢森堡[Lu2 sen1 bao3],1
鲁,,Lu3,,魯,0,1,0,"surname Lu/Lu, ancient state of China 魯國|鲁国[Lu3 guo2]/Lu, short name for Shandong 山東|山东[Shan1 dong1]",1
潞,,Lu4,,潞,0,1,0,name of a river/surname Lu,1
甪,,Lu4,,甪,0,1,0,surname Lu/place name,1
路,,Lu4,,路,0,1,0,surname Lu,1
逯,,Lu4,,逯,0,1,0,surname Lu,1
录,,Lu4,,錄,0,1,0,surname Lu,1
陆,,Lu4,,陸,0,1,0,surname Lu,1
露,,Lu4,,露,0,1,0,surname Lu,1
吕,,Lu:3,,呂,0,1,0,surname Lü,1
律,,Lu:4,,律,0,1,0,surname Lü,1
鑢,,Lu:4,,鑢,0,1,0,surname Lü,1
栾,,Luan2,,欒,0,1,0,surname Luan,1
滦,,Luan2,,灤,0,1,0,river and county in Hebei Province,1
论,,Lun2,,論,0,1,0,"abbr. for 論語|论语[Lun2 yu3], The Analects (of Confucius)",1
罗,,Luo2,,羅,0,1,0,surname Luo,1
洛,,Luo4,,洛,0,1,0,"surname Luo/old name of several rivers (in Henan, Shaanxi, Sichuan and Anhui)",1
骆,,Luo4,,駱,0,1,0,surname Luo,1
麻,,Ma2,,麻,0,1,0,surname Ma,1
马,,Ma3,,馬,0,1,0,surname Ma/abbr. for Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4],1
麦,,Mai4,,麥,0,1,0,surname Mai,1
满,,Man3,,滿,0,1,0,Manchu ethnic group,1
嫚,,Man4,,嫚,0,1,0,surname Man,1
邙,,Mang2,,邙,0,1,0,"Mt Mang at Luoyang in Henan, with many Han, Wei and Jin dynasty royal tombs",1
毛,,Mao2,,毛,0,1,0,surname Mao,1
茅,,Mao2,,茅,0,1,0,surname Mao,1
冒,,Mao4,,冒,0,1,0,surname Mao,1
枚,,Mei2,,枚,0,1,0,surname Mei,1
梅,,Mei2,,梅,0,1,0,surname Mei,1
美,,Mei3,,美,0,1,0,(bound form) the Americas (abbr. for 美洲[Mei3 zhou1])/(bound form) USA (abbr. for 美國|美国[Mei3 guo2]),1
门,,Men2,,門,0,1,0,surname Men,1
蒙,,Meng2,,蒙,0,1,0,surname Meng,1
蒙,,Meng3,,蒙,0,1,0,Mongol ethnic group/abbr. for Mongolia 蒙古國|蒙古国[Meng3 gu3 guo2]/Taiwan pr. [Meng2],1
孟,,Meng4,,孟,0,1,0,surname Meng,1
祢,,Mi2,,禰,0,1,0,surname Mi,1
糜,,Mi2,,糜,0,1,0,surname Mi,1
麋,,Mi2,,麋,0,1,0,surname Mi,1
洣,,Mi3,,洣,0,1,0,"Mi river in Hunan, tributary of Xiangjiang 湘江",1
米,,Mi3,,米,0,1,0,surname Mi,1
芈,,Mi3,,羋,0,1,0,surname Mi,1
宓,,Mi4,,宓,0,1,0,surname Mi,1
密,,Mi4,,密,0,1,0,surname Mi/name of an ancient state,1
汨,,Mi4,,汨,0,1,0,"name of a river, the southern tributary of Miluo river 汨羅江|汨罗江[Mi4 luo2 jiang1]",1
缅,,Mian3,,緬,0,1,0,Myanmar (formerly Burma) (abbr. for 緬甸|缅甸[Mian3 dian4]),1
苗,,Miao2,,苗,0,1,0,Hmong or Miao ethnic group of southwest China/surname Miao,1
缪,,Miao4,,繆,0,1,0,surname Miao,1
民,,Min2,,民,0,1,0,surname Min,1
闵,,Min3,,閔,0,1,0,surname Min,1
闽,,Min3,,閩,0,1,0,short name for Fujian province 福建[Fu2 jian4]/also pr. [Min2],1
明,,Ming2,,明,0,1,0,"Ming Dynasty (1368-1644)/surname Ming/Ming (c. 2000 BC), fourth of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",1
墨,,Mo4,,墨,0,1,0,"surname Mo/abbr. for 墨西哥[Mo4 xi1 ge1], Mexico",1
莫,,Mo4,,莫,0,1,0,surname Mo,1
鄚,,Mo4,,鄚,0,1,0,surname Mo,1
牟,,Mou2,,牟,0,1,0,surname Mou,1
木,,Mu4,,木,0,1,0,surname Mu,1
牟,,Mu4,,牟,0,1,0,see 牟平[Mu4 ping2],1
牧,,Mu4,,牧,0,1,0,surname Mu,1
穆,,Mu4,,穆,0,1,0,surname Mu,1
那,,Na1,,那,0,1,0,surname Na,1
纳,,Na4,,納,0,1,0,surname Na,1
南,,Nan2,,南,0,1,0,surname Nan,1
湳,,Nan3,,湳,0,1,0,surname Nan,1
淖,,Nao4,,淖,0,1,0,surname Nao,1
能,,Neng2,,能,0,1,0,surname Neng,1
倪,,Ni2,,倪,0,1,0,surname Ni,1
袮,,Ni3,,袮,0,1,0,You/Thou (of deity)/variant of 你[ni3],1
年,,Nian2,,年,0,1,0,surname Nian,1
乜,,Nie4,,乜,0,1,0,surname Nie,1
聂,,Nie4,,聶,0,1,0,surname Nie,1
齧,,Nie4,,齧,0,1,0,surname Nie,1
宁,,Ning2,,寧,0,1,0,abbr. for Ningxia Hui Autonomous Region 寧夏回族自治區|宁夏回族自治区[Ning2 xia4 Hui2 zu2 Zi4 zhi4 qu1]/abbr. for Nanjing 南京[Nan2 jing1]/surname Ning,1
牛,,Niu2,,牛,0,1,0,surname Niu,1
钮,,Niu3,,鈕,0,1,0,surname Niu,1
农,,Nong2,,農,0,1,0,surname Nong,1
那,,Nuo2,,那,0,1,0,surname Nuo,1
区,,Ou1,,區,0,1,0,surname Ou,1
欧,,Ou1,,歐,0,1,0,Europe (abbr. for 歐洲|欧洲[Ou1 zhou1])/surname Ou,1
殴,,Ou1,,毆,0,1,0,surname Ou,1
瓯,,Ou1,,甌,0,1,0,old name for Wenzhou City 溫州市|温州市[Wen1 zhou1 shi4] in Zhejiang 浙江[Zhe4 jiang1],1
𠙶,,Ou3,,𠙶,0,1,0,(name of a mountain),1
P,,P,,P,0,1,0,(slang) femme (lesbian stereotype)/to photoshop,1
怕,,Pa4,,怕,0,1,0,surname Pa,1
潘,,Pan1,,潘,0,1,0,"surname Pan/Pan, faun in Greek mythology, son of Hermes",1
番,,Pan1,,番,0,1,0,surname Pan,1
尨,,Pang2,,尨,0,1,0,surname Pang,1
逄,,Pang2,,逄,0,1,0,surname Pang,1
庞,,Pang2,,龐,0,1,0,surname Pang,1
裴,,Pei2,,裴,0,1,0,surname Pei,1
彭,,Peng2,,彭,0,1,0,surname Peng,1
蓬,,Peng2,,蓬,0,1,0,surname Peng,1
鹏,,Peng2,,鵬,0,1,0,"Peng, large fabulous bird/roc",1
邳,,Pi1,,邳,0,1,0,surname Pi/Han dynasty county in modern Jiangsu/also pr. [Pei2],1
皮,,Pi2,,皮,0,1,0,surname Pi,1
裨,,Pi2,,裨,0,1,0,surname Pi,1
扁,,Pian1,,扁,0,1,0,surname Pian,1
骈,,Pian2,,駢,0,1,0,surname Pian,1
朴,,Piao2,,朴,0,1,0,"surname Piao/Korean surname (Park, Pak, or Bak)/also pr. [Pu2]",1
平,,Ping2,,平,0,1,0,surname Ping,1
颇,,Po1,,頗,0,1,0,surname Po/Taiwan pr. [Po3],1
濮,,Pu2,,濮,0,1,0,name of a river/surname Pu,1
葡,,Pu2,,葡,0,1,0,Portugal/Portuguese/abbr. for 葡萄牙[Pu2 tao2 ya2],1
蒲,,Pu2,,蒲,0,1,0,surname Pu/old place name,1
浦,,Pu3,,浦,0,1,0,surname Pu,1
溥,,Pu3,,溥,0,1,0,surname Pu,1
Q,,Q,,Q,0,1,0,"cute (loanword)/(of food) having a pleasant chewiness (like mochi, tapioca pearls, taro balls etc – foods with a springy or gel-like mouthfeel)/(loanword) to cue sb",1
戚,,Qi1,,戚,0,1,0,surname Qi,1
亓,,Qi2,,亓,0,1,0,surname Qi,1
岐,,Qi2,,岐,0,1,0,surname Qi/also used in place names,1
祁,,Qi2,,祁,0,1,0,surname Qi,1
齐,,Qi2,,齊,0,1,0,(name of states and dynasties at several different periods)/surname Qi,1
启,,Qi3,,啟,0,1,0,"Qi son of Yu the Great 禹[Yu3], reported founder of the Xia Dynasty 夏朝[Xia4 Chao2] (c. 2070-c. 1600 BC)",1
杞,,Qi3,,杞,0,1,0,"Qi, a Zhou Dynasty vassal state/surname Qi",1
盵,,Qi4,,盵,0,1,0,surname Qi,1
汧,,Qian1,,汧,0,1,0,name of a river flowing through Gansu to Shaanxi Province,1
乾,,Qian2,,乾,0,1,0,surname Qian,1
軡,,Qian2,,軡,0,1,0,old variant of 黔[Qian2],1
钱,,Qian2,,錢,0,1,0,surname Qian,1
黔,,Qian2,,黔,0,1,0,abbr. for Guizhou province 貴州|贵州[Gui4 zhou1],1
枪,,Qiang1,,槍,0,1,0,surname Qiang,1
羌,,Qiang1,,羌,0,1,0,Qiang ethnic group of northwestern Sichuan/surname Qiang,1
强,,Qiang2,,強,0,1,0,surname Qiang,1
乔,,Qiao2,,喬,0,1,0,surname Qiao,1
谯,,Qiao2,,譙,0,1,0,surname Qiao,1
郄,,Qie4,,郄,0,1,0,surname Qie,1
钦,,Qin1,,欽,0,1,0,surname Qin,1
秦,,Qin2,,秦,0,1,0,surname Qin/Qin dynasty (221-207 BC) of the first emperor 秦始皇[Qin2 Shi3 huang2]/abbr. for 陝西|陕西[Shan3 xi1],1
覃,,Qin2,,覃,0,1,0,surname Qin,1
清,,Qing1,,清,0,1,0,Qing (Wade-Giles: Ch'ing) dynasty of imperial China (1644-1911)/surname Qing,1
青,,Qing1,,青,0,1,0,"abbr. for 青海[Qing1 hai3], Qinghai Province",1
黥,,Qing2,,黥,0,1,0,surname Qing,1
丘,,Qiu1,,丘,0,1,0,surname Qiu,1
秋,,Qiu1,,秋,0,1,0,surname Qiu,1
邱,,Qiu1,,邱,0,1,0,surname Qiu,1
仇,,Qiu2,,仇,0,1,0,surname Qiu,1
盚,,Qiu2,,盚,0,1,0,surname Qiu,1
裘,,Qiu2,,裘,0,1,0,surname Qiu,1
糗,,Qiu3,,糗,0,1,0,surname Qiu,1
佉,,Qu1,,佉,0,1,0,surname Qu,1
屈,,Qu1,,屈,0,1,0,surname Qu,1
曲,,Qu1,,曲,0,1,0,surname Qu,1
麯,,Qu1,,麯,0,1,0,surname Qu,1
麴,,Qu1,,麴,0,1,0,surname Qu,1
朐,,Qu2,,朐,0,1,0,surname Qu,1
渠,,Qu2,,渠,0,1,0,surname Qu,1
灈,,Qu2,,灈,0,1,0,ancient name of a river in Henan,1
璩,,Qu2,,璩,0,1,0,surname Qu,1
瞿,,Qu2,,瞿,0,1,0,surname Qu,1
蘧,,Qu2,,蘧,0,1,0,surname Qu,1
全,,Quan2,,全,0,1,0,surname Quan,1
权,,Quan2,,權,0,1,0,surname Quan,1
阙,,Que1,,闕,0,1,0,surname Que,1
芍,,Que4,,芍,0,1,0,see 芍陂[Que4 pi2],1
冉,,Ran3,,冉,0,1,0,surname Ran,1
穰,,Rang2,,穰,0,1,0,surname Rang,1
饶,,Rao2,,饒,0,1,0,surname Rao,1
任,,Ren2,,任,0,1,0,surname Ren/Ren County 任縣|任县[Ren2 Xian4] in Hebei,1
日,,Ri4,,日,0,1,0,"abbr. for 日本[Ri4 ben3], Japan",1
容,,Rong2,,容,0,1,0,surname Rong,1
戎,,Rong2,,戎,0,1,0,surname Rong,1
榕,,Rong2,,榕,0,1,0,"Rong, another name for Fuzhou 福州[Fu2 zhou1]",1
荣,,Rong2,,榮,0,1,0,surname Rong,1
肜,,Rong2,,肜,0,1,0,surname Rong,1
蓉,,Rong2,,蓉,0,1,0,short name for Chengdu 成都[Cheng2 du1],1
孺,,Ru2,,孺,0,1,0,surname Ru,1
茹,,Ru2,,茹,0,1,0,surname Ru,1
嗕,,Ru4,,嗕,0,1,0,ancient tribe of northern China,1
阮,,Ruan3,,阮,0,1,0,surname Ruan/small state during the Shang Dynasty (1600-1046 BC) located in the southeast of modern-day Gansu Province,1
芮,,Rui4,,芮,0,1,0,surname Rui,1
潵,,Sa3,,潵,0,1,0,name of a river in Hebei Province,1
萨,,Sa4,,薩,0,1,0,Bodhisattva/surname Sa,1
塞,,Sai1,,塞,0,1,0,Serbia/Serbian/abbr. for 塞爾維亞|塞尔维亚[Sai1 er3 wei2 ya4],1
三,,San1,,三,0,1,0,surname San,1
桑,,Sang1,,桑,0,1,0,surname Sang,1
森,,Sen1,,森,0,1,0,Mori (Japanese surname),1
沙,,Sha1,,沙,0,1,0,surname Sha,1
山,,Shan1,,山,0,1,0,surname Shan,1
闪,,Shan3,,閃,0,1,0,surname Shan,1
陕,,Shan3,,陝,0,1,0,abbr. for Shaanxi 陝西|陕西 province,1
单,,Shan4,,單,0,1,0,surname Shan,1
商,,Shang1,,商,0,1,0,Shang Dynasty (c. 1600-1046 BC)/surname Shang,1
尚,,Shang4,,尚,0,1,0,surname Shang,1
韶,,Shao2,,韶,0,1,0,surname Shao,1
劭,,Shao4,,劭,0,1,0,surname Shao,1
卲,,Shao4,,卲,0,1,0,surname Shao,1
召,,Shao4,,召,0,1,0,surname Shao/name of an ancient state that existed in what is now Shaanxi Province,1
绍,,Shao4,,紹,0,1,0,surname Shao,1
邵,,Shao4,,邵,0,1,0,surname Shao/place name,1
畲,,She1,,畬,0,1,0,She ethnic group,1
𪨶,,She1,,輋,0,1,0,old variant of 畬|畲[She1],1
佘,,She2,,佘,0,1,0,surname She,1
厍,,She4,,厙,0,1,0,surname She,1
舍,,She4,,舍,0,1,0,surname She,1
申,,Shen1,,申,0,1,0,old name for Shanghai 上海[Shang4 hai3]/surname Shen,1
莘,,Shen1,,莘,0,1,0,surname Shen,1
神,,Shen2,,神,0,1,0,God/abbr. for 神舟[Shen2 zhou1],1
沈,,Shen3,,沈,0,1,0,surname Shen/place name,1
瞫,,Shen3,,瞫,0,1,0,surname Shen,1
嵊,,Sheng4,,嵊,0,1,0,name of a district in Zhejiang,1
盛,,Sheng4,,盛,0,1,0,surname Sheng,1
师,,Shi1,,師,0,1,0,surname Shi,1
施,,Shi1,,施,0,1,0,surname Shi,1
浉,,Shi1,,溮,0,1,0,"Shi, name of river in Xinyang 信陽|信阳, Henan",1
诗,,Shi1,,詩,0,1,0,"abbr. for Shijing 詩經|诗经[Shi1 jing1], the Book of Songs",1
时,,Shi2,,時,0,1,0,surname Shi,1
石,,Shi2,,石,0,1,0,surname Shi/abbr. for Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1],1
史,,Shi3,,史,0,1,0,surname Shi,1
世,,Shi4,,世,0,1,0,surname Shi,1
士,,Shi4,,士,0,1,0,surname Shi,1
奭,,Shi4,,奭,0,1,0,surname Shi,1
室,,Shi4,,室,0,1,0,surname Shi,1
适,,Shi4,,適,0,1,0,surname Shi,1
寿,,Shou4,,壽,0,1,0,surname Shou,1
书,,Shu1,,書,0,1,0,abbr. for 書經|书经[Shu1 jing1],1
殳,,Shu1,,殳,0,1,0,surname Shu,1
疏,,Shu1,,疏,0,1,0,surname Shu,1
舒,,Shu1,,舒,0,1,0,surname Shu,1
陎,,Shu1,,陎,0,1,0,surname Shu/(name of an ancient place),1
蜀,,Shu3,,蜀,0,1,0,"short name for Sichuan 四川[Si4 chuan1] province/one of the Three Kingdoms 三國|三国[San1 guo2] after the Han dynasty, also called 蜀漢|蜀汉[Shu3 Han4], situated around what is now Sichuan province",1
束,,Shu4,,束,0,1,0,surname Shu,1
耍,,Shua3,,耍,0,1,0,surname Shua,1
帅,,Shuai4,,帥,0,1,0,surname Shuai,1
泷,,Shuang1,,瀧,0,1,0,Shuang river in Hunan and Guangdong (modern Wu river 武水),1
双,,Shuang1,,雙,0,1,0,surname Shuang,1
水,,Shui3,,水,0,1,0,surname Shui,1
舜,,Shun4,,舜,0,1,0,"Shun (c. 23rd century BC), mythical sage and leader",1
妁,,Shuo4,,妁,0,1,0,surname Suo,1
司,,Si1,,司,0,1,0,surname Si,1
斯,,Si1,,斯,0,1,0,Slovakia/Slovak/abbr. for 斯洛伐克[Si1 luo4 fa2 ke4],1
姒,,Si4,,姒,0,1,0,surname Si,1
泗,,Si4,,泗,0,1,0,river in Shandong,1
松,,Song1,,松,0,1,0,surname Song,1
淞,,Song1,,淞,0,1,0,name of a river in Jiangsu Province,1
宋,,Song4,,宋,0,1,0,surname Song/the Song dynasty (960-1279)/also Song of the Southern dynasties 南朝宋 (420-479),1
鄋,,Sou1,,鄋,0,1,0,see 鄋瞞|鄋瞒[Sou1 man2],1
苏,,Su1,,蘇,0,1,0,surname Su/abbr. for Soviet Union 蘇維埃|苏维埃 or 蘇聯|苏联/abbr. for Jiangsu province 江蘇|江苏/abbr. for Suzhou city 蘇州|苏州,1
僳,,Su4,,僳,0,1,0,Lisu ethnic group of Yunnan,1
宿,,Su4,,宿,0,1,0,surname Su,1
粟,,Su4,,粟,0,1,0,surname Su,1
肃,,Su4,,肅,0,1,0,surname Su,1
蔌,,Su4,,蔌,0,1,0,surname Su,1
眭,,Sui1,,眭,0,1,0,surname Sui,1
睢,,Sui1,,睢,0,1,0,surname Sui,1
陏,,Sui2,,陏,0,1,0,old variant of 隨|随[Sui2],1
隋,,Sui2,,隋,0,1,0,the Sui dynasty (581-617 AD)/surname Sui,1
随,,Sui2,,隨,0,1,0,surname Sui,1
穗,,Sui4,,穗,0,1,0,abbr. for Guangzhou 廣州|广州[Guang3 zhou1],1
孙,,Sun1,,孫,0,1,0,surname Sun,1
索,,Suo3,,索,0,1,0,"surname Suo/abbr. for 索馬里|索马里[Suo3 ma3 li3], Somalia",1
T,,T,,T,0,1,0,(slang) butch (lesbian stereotype),1
沓,,Ta4,,沓,0,1,0,surname Ta,1
禢,,Ta4,,禢,0,1,0,surname Ta/see also 褟[ta1],1
台,,Tai2,,台,0,1,0,Taiwan (abbr.)/surname Tai,1
斄,,Tai2,,斄,0,1,0,ancient place name (a Han dynasty town in Shaanxi)/variant of 邰[Tai2],1
台,,Tai2,,臺,0,1,0,Taiwan (abbr.),1
邰,,Tai2,,邰,0,1,0,surname Tai/name of a feudal state,1
泰,,Tai4,,泰,0,1,0,Mt Tai 泰山[Tai4 Shan1] in Shandong/abbr. for Thailand,1
檀,,Tan2,,檀,0,1,0,surname Tan,1
潭,,Tan2,,潭,0,1,0,surname Tan,1
澹,,Tan2,,澹,0,1,0,surname Tan,1
覃,,Tan2,,覃,0,1,0,surname Tan,1
谈,,Tan2,,談,0,1,0,surname Tan,1
谭,,Tan2,,譚,0,1,0,surname Tan,1
郯,,Tan2,,郯,0,1,0,surname Tan/name of an ancient city,1
镡,,Tan2,,鐔,0,1,0,surname Tan,1
汤,,Tang1,,湯,0,1,0,surname Tang,1
唐,,Tang2,,唐,0,1,0,Tang dynasty (618-907)/surname Tang,1
陶,,Tao2,,陶,0,1,0,surname Tao,1
滕,,Teng2,,滕,0,1,0,vassal state of Zhou in Shandong/Teng county in Shandong/surname Teng,1
题,,Ti2,,題,0,1,0,surname Ti,1
田,,Tian2,,田,0,1,0,surname Tian,1
铁,,Tie3,,鐵,0,1,0,surname Tie,1
佟,,Tong2,,佟,0,1,0,surname Tong,1
彤,,Tong2,,彤,0,1,0,surname Tong,1
童,,Tong2,,童,0,1,0,surname Tong,1
钭,,Tou3,,鈄,0,1,0,surname Tou,1
屠,,Tu2,,屠,0,1,0,surname Tu,1
嵞,,Tu2,,嵞,0,1,0,Mt Tu in Zhejiang/also written 涂,1
徒,,Tu2,,徒,0,1,0,surname Tu,1
涂,,Tu2,,涂,0,1,0,surname Tu,1
土,,Tu3,,土,0,1,0,Tu (ethnic group)/surname Tu,1
拓,,Tuo4,,拓,0,1,0,surname Tuo,1
娲,,Wa1,,媧,0,1,0,surname Wa/sister of legendary emperor Fu Xi 伏羲,1
邷,,Wa3,,邷,0,1,0,old place name,1
宛,,Wan3,,宛,0,1,0,surname Wan,1
晥,,Wan3,,晥,0,1,0,old variant of 皖[Wan3],1
皖,,Wan3,,皖,0,1,0,short name for Anhui Province 安徽省[An1 hui1 Sheng3],1
万,,Wan4,,萬,0,1,0,surname Wan,1
汪,,Wang1,,汪,0,1,0,surname Wang,1
王,,Wang2,,王,0,1,0,surname Wang,1
危,,Wei1,,危,0,1,0,surname Wei,1
微,,Wei1,,微,0,1,0,surname Wei/ancient Chinese state near present day Chongqing/Taiwan pr. [Wei2],1
围,,Wei2,,圍,0,1,0,surname Wei,1
维,,Wei2,,維,0,1,0,abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3]/surname Wei,1
韦,,Wei2,,韋,0,1,0,surname Wei,1
委,,Wei3,,委,0,1,0,surname Wei,1
寪,,Wei3,,寪,0,1,0,surname Wei,1
薳,,Wei3,,薳,0,1,0,surname Wei,1
隗,,Wei3,,隗,0,1,0,surname Wei,1
尉,,Wei4,,尉,0,1,0,surname Wei,1
渭,,Wei4,,渭,0,1,0,the Wei River in Shaanxi through the Guanzhong Plain 關中平原|关中平原[Guan1 zhong1 Ping2 yuan2],1
卫,,Wei4,,衛,0,1,0,"surname Wei/vassal state during the Zhou Dynasty (1066-221 BC), located in present day Henan and Hebei Provinces",1
谓,,Wei4,,謂,0,1,0,surname Wei,1
魏,,Wei4,,魏,0,1,0,"surname Wei/name of vassal state of Zhou dynasty from 661 BC in Shanxi, one of the Seven Hero Warring States/Wei state, founded by Cao Cao 曹操[Cao2 Cao1], one of the Three Kingdoms after the Han dynasty/the Wei dynasty 221-265/Wei prefecture and Wei county at different historical periods",1
温,,Wen1,,溫,0,1,0,surname Wen,1
文,,Wen2,,文,0,1,0,surname Wen,1
闻,,Wen2,,聞,0,1,0,surname Wen,1
汶,,Wen4,,汶,0,1,0,"Wen River in northwest Sichuan (same as 汶川)/classical name of river in Shandong, used to refer to Qi 齊國|齐国",1
翁,,Weng1,,翁,0,1,0,surname Weng,1
瓮,,Weng4,,甕,0,1,0,surname Weng,1
巫,,Wu1,,巫,0,1,0,surname Wu/also pr. [Wu2],1
乌,,Wu1,,烏,0,1,0,abbr. for Ukraine 烏克蘭|乌克兰[Wu1 ke4 lan2]/surname Wu,1
邬,,Wu1,,鄔,0,1,0,surname Wu/ancient place name,1
吴,,Wu2,,吳,0,1,0,"surname Wu/area comprising southern Jiangsu, northern Zhejiang and Shanghai/name of states in Southern China at different historical periods",1
吾,,Wu2,,吾,0,1,0,surname Wu,1
呉,,Wu2,,呉,0,1,0,Japanese variant of 吳|吴[Wu2],1
毋,,Wu2,,毋,0,1,0,surname Wu,1
浯,,Wu2,,浯,0,1,0,(name of several rivers in China),1
仵,,Wu3,,仵,0,1,0,surname Wu,1
伍,,Wu3,,伍,0,1,0,surname Wu,1
武,,Wu3,,武,0,1,0,surname Wu,1
兀,,Wu4,,兀,0,1,0,surname Wu,1
僖,,Xi1,,僖,0,1,0,surname Xi,1
奚,,Xi1,,奚,0,1,0,surname Xi,1
昔,,Xi1,,昔,0,1,0,surname Xi,1
浠,,Xi1,,浠,0,1,0,name of a river in Hubei,1
羲,,Xi1,,羲,0,1,0,"same as Fuxi 伏羲[Fu2 Xi1], a mythical emperor/surname Xi",1
西,,Xi1,,西,0,1,0,the West/abbr. for Spain 西班牙[Xi1 ban1 ya2]/Spanish,1
席,,Xi2,,席,0,1,0,surname Xi,1
习,,Xi2,,習,0,1,0,surname Xi,1
隰,,Xi2,,隰,0,1,0,surname Xi,1
郄,,Xi4,,郄,0,1,0,"variant of 郤, surname Xi",1
郤,,Xi4,,郤,0,1,0,surname Xi,1
夏,,Xia4,,夏,0,1,0,the Xia or Hsia dynasty c. 2000 BC/Xia of the Sixteen Kingdoms (407-432)/surname Xia,1
厦,,Xia4,,廈,0,1,0,"abbr. for Xiamen or Amoy 廈門|厦门[Xia4 men2], Fujian",1
祆,,Xian1,,祆,0,1,0,"Ahura Mazda, the creator deity in Zoroastrianism",1
伭,,Xian2,,伭,0,1,0,surname Xian,1
咸,,Xian2,,咸,0,1,0,surname Xian,1
冼,,Xian3,,冼,0,1,0,surname Xian,1
湘,,Xiang1,,湘,0,1,0,abbr. for Hunan 湖南 province in south central China/abbr. for Xiangjiang river in Hunan province,1
相,,Xiang1,,相,0,1,0,surname Xiang,1
襄,,Xiang1,,襄,0,1,0,surname Xiang,1
向,,Xiang4,,向,0,1,0,surname Xiang,1
项,,Xiang4,,項,0,1,0,surname Xiang,1
肖,,Xiao1,,肖,0,1,0,surname Xiao/Taiwan pr. [Xiao4],1
萧,,Xiao1,,蕭,0,1,0,surname Xiao,1
崤,,Xiao2,,崤,0,1,0,name of a mountain in Henan/also pr. [Yao2],1
洨,,Xiao2,,洨,0,1,0,Xiao River in Hebei province,1
颉,,Xie2,,頡,0,1,0,surname Xie,1
渫,,Xie4,,渫,0,1,0,surname Xie,1
燮,,Xie4,,燮,0,1,0,surname Xie,1
解,,Xie4,,解,0,1,0,surname Xie,1
谢,,Xie4,,謝,0,1,0,surname Xie,1
新,,Xin1,,新,0,1,0,abbr. for Xinjiang 新疆[Xin1 jiang1] or Singapore 新加坡[Xin1 jia1 po1]/surname Xin,1
辛,,Xin1,,辛,0,1,0,surname Xin,1
兴,,Xing1,,興,0,1,0,surname Xing,1
刑,,Xing2,,刑,0,1,0,surname Xing,1
邢,,Xing2,,邢,0,1,0,surname Xing/place name,1
幸,,Xing4,,幸,0,1,0,surname Xing,1
匈,,Xiong1,,匈,0,1,0,Hungary/Hungarian/abbr. for 匈牙利[Xiong1 ya2 li4],1
熊,,Xiong2,,熊,0,1,0,surname Xiong,1
敻,,Xiong4,,敻,0,1,0,surname Xiong,1
休,,Xiu1,,休,0,1,0,surname Xiu,1
修,,Xiu1,,修,0,1,0,surname Xiu,1
盱,,Xu1,,盱,0,1,0,surname Xu,1
胥,,Xu1,,胥,0,1,0,surname Xu,1
顼,,Xu1,,頊,0,1,0,surname Xu/Taiwan pr. [Xu4],1
徐,,Xu2,,徐,0,1,0,surname Xu,1
