zi	desc	pinyin	nstrokes	alias	is_radical	is_zi	is_traditional	is_active	desc_en_2	desc_en														
晟		Cheng2		晟	0	1	0	1		surname Cheng														
澄		Cheng2		澄	0	1	0	1		surname Cheng														
程		Cheng2		程	0	1	0	1		surname Cheng														
郕		Cheng2		郕	0	1	0	1		surname Cheng/Zhou Dynasty (1046-256 BCE) vassal state														
庱		Cheng3		庱	0	1	0	1		surname Cheng/ancient area of modern day Danyang City, Jiangsu Province														
蚩		Chi1		蚩	0	1	0	1		surname Chi														
郗		Chi1		郗	0	1	0	1		surname Chi/name of an ancient city														
池		Chi2		池	0	1	0	1		surname Chi														
茌		Chi2		茌	0	1	0	1		name of a district in Shandong														
迟		Chi2		遲	0	1	0	1		surname Chi														
崇		Chong2		崇	0	1	0	1		surname Chong														
丑		Chou3		丑	0	1	0	1		surname Chou														
侴		Chou3		侴	0	1	0	1		surname Chou														
滁		Chu2		滁	0	1	0	1		name of a river in Anhui														
储		Chu3		儲	0	1	0	1		surname Chu/Taiwan pr. [Chu2]														
楚		Chu3		楚	0	1	0	1		surname Chu/abbr. for Hubei 湖北省[Hu2 bei3 Sheng3] and Hunan 湖南省[Hu2 nan2 Sheng3] provinces together/Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC)														
濋		Chu3		濋	0	1	0	1		name of an ancient river (in present-day Dingtao County 定陶縣|定陶县[Ding4 tao2 Xian4], Shandong)														
褚		Chu3		褚	0	1	0	1		surname Chu														
鄐		Chu4		鄐	0	1	0	1		surname Chu														
川		Chuan1		川	0	1	0	1		abbr. for Sichuan Province 四川[Si4 chuan1] in southwest China														
钏		Chuan4		釧	0	1	0	1		surname Chuan														
春		Chun1		春	0	1	0	1		surname Chun														
佽		Ci4		佽	0	1	0	1		surname Ci														
从		Cong2		從	0	1	0	1		surname Cong														
琮		Cong2		琮	0	1	0	1		surname Cong														
崔		Cui1		崔	0	1	0	1		surname Cui														
邨		Cun1		邨	0	1	0	1		surname Cun														
错		Cuo4		錯	0	1	0	1		surname Cuo														
妲		Da2		妲	0	1	0	1		female personal name (archaic)														
笪		Da2		笪	0	1	0	1		surname Da														
达		Da2		達	0	1	0	1		surname Da														
鞑		Da2		韃	0	1	0	1		Tartar/a tribe in China														
傣		Dai3		傣	0	1	0	1		Dai (ethnic group)														
岱		Dai4		岱	0	1	0	1		Mt Tai in Shandong/same as 泰山														
戴		Dai4		戴	0	1	0	1		surname Dai														
郸		Dan1		鄲	0	1	0	1		name of a district in Hebei														
亶		Dan3		亶	0	1	0	1		surname Dan														
疍		Dan4		疍	0	1	0	1		variant of 蜑[Dan4]														
蛋		Dan4		蛋	0	1	0	1		variant of 蜑[Dan4]														
蜑		Dan4		蜑	0	1	0	1		Tanka people														
党		Dang3		黨	0	1	0	1		surname Dang														
刀		Dao1		刀	0	1	0	1		surname Dao														
德		De2		德	0	1	0	1		Germany/German/abbr. for 德國|德国[De2 guo2]														
僜		Deng4		僜	0	1	0	1		Deng ethnic minority of Tibet														
邓		Deng4		鄧	0	1	0	1		surname Deng														
氐		Di1		氐	0	1	0	1		name of an ancient tribe														
鞮		Di1		鞮	0	1	0	1		surname Di														
狄		Di2		狄	0	1	0	1		surname Di/generic name for northern ethnic minorities during the Qin and Han Dynasties (221 BC-220 AD)														
翟		Di2		翟	0	1	0	1		surname Di/variant of 狄[Di2], generic name for northern ethnic minorities during the Qin and Han Dynasties (221 BC-220 AD)														
邸		Di3		邸	0	1	0	1		surname Di														
滇		Dian1		滇	0	1	0	1		abbr. for Yunnan Province 雲南|云南[Yun2 nan2] in southwest China														
甸		Dian4		甸	0	1	0	1		surname Dian														
刁		Diao1		刁	0	1	0	1		surname Diao														
丁		Ding1		丁	0	1	0	1		surname Ding														
崠		Dong1		崠	0	1	0	1		name of a mountain														
岽		Dong1		崬	0	1	0	1		place name in Guangxi province														
东		Dong1		東	0	1	0	1		surname Dong														
冬		Dong1		鼕	0	1	0	1		surname Dong														
董		Dong3		董	0	1	0	1		surname Dong														
侗		Dong4		侗	0	1	0	1		Dong ethnic group (aka Kam people)														
斗		Dou3		斗	0	1	0	1		abbr. for the Big Dipper constellation 北斗星[Bei3 dou3 xing1]														
窦		Dou4		竇	0	1	0	1		surname Dou														
都		Du1		都	0	1	0	1		surname Du														
杜		Du4		杜	0	1	0	1		surname Du														
段		Duan4		段	0	1	0	1		surname Duan														
兑		Dui4		兌	0	1	0	1		surname Dui														
鈬		Duo2		鈬	0	1	0	1		surname Duo														
铎		Duo2		鐸	0	1	0	1		surname Duo														
俄		E2		俄	0	1	0	1		Russia/Russian/abbr. for 俄羅斯|俄罗斯[E2 luo2 si1]/Taiwan pr. [E4]														
涐		E2		涐	0	1	0	1		old name for the Dadu River 大渡河[Da4 du4 He2] in Sichuan														
鄂		E4		鄂	0	1	0	1		abbr. for Hubei Province 湖北省[Hu2 bei3 Sheng3] in central China/surname E														
耏		Er2		耏	0	1	0	1		surname Er														
陑		Er2		陑	0	1	0	1		place name														
法		Fa3		法	0	1	0	1		France/French/abbr. for 法國|法国[Fa3 guo2]/Taiwan pr. [Fa4]														
樊		Fan2		樊	0	1	0	1		surname Fan														
梵		Fan4		梵	0	1	0	1		abbr. for 梵教[Fan4 jiao4] Brahmanism/abbr. for Sanskrit 梵語|梵语[Fan4 yu3] or 梵文[Fan4 wen2]/abbr. for 梵蒂岡|梵蒂冈[Fan4 di4 gang1], the Vatican														
范		Fan4		范	0	1	0	1		surname Fan														
坊		Fang1		坊	0	1	0	1		surname Fang														
方		Fang1		方	0	1	0	1		surname Fang														
淓		Fang1		淓	0	1	0	1		name of a river														
邡		Fang1		邡	0	1	0	1		name of a district in Sichuan														
房		Fang2		房	0	1	0	1		surname Fang														
菲		Fei1		菲	0	1	0	1		abbr. for the Philippines 菲律賓|菲律宾[Fei1 lu:4 bin1]														
非		Fei1		非	0	1	0	1		abbr. for 非洲[Fei1 zhou1], Africa														
斐		Fei3		斐	0	1	0	1		surname Fei														
费		Fei4		費	0	1	0	1		surname Fei														
封		Feng1		封	0	1	0	1		surname Feng														
丰		Feng1		豐	0	1	0	1		surname Feng														
鄷		Feng1		鄷	0	1	0	1		old variant of 酆[Feng1]														
酆		Feng1		酆	0	1	0	1		Zhou Dynasty capital/surname Feng														
冯		Feng2		馮	0	1	0	1		surname Feng														
凤		Feng4		鳳	0	1	0	1		surname Feng														
伏		Fu2		伏	0	1	0	1		surname Fu														
涪		Fu2		涪	0	1	0	1		(name of a river)														
福		Fu2		福	0	1	0	1		surname Fu/abbr. for Fujian province 福建省[Fu2 jian4 sheng3]														
符		Fu2		符	0	1	0	1		surname Fu														
付		Fu4		付	0	1	0	1		surname Fu														
傅		Fu4		傅	0	1	0	1		surname Fu														
富		Fu4		富	0	1	0	1		surname Fu														
赅		Gai1		賅	0	1	0	1		surname Gai														
干		Gan1		乾	0	1	0	1		surname Gan														
干		Gan1		干	0	1	0	1		surname Gan														
甘		Gan1		甘	0	1	0	1		surname Gan/abbr. for Gansu Province 甘肅省|甘肃省[Gan1 su4 Sheng3]														
赣		Gan4		灨	0	1	0	1		variant of 贛|赣[Gan4]														
赣		Gan4		贑	0	1	0	1		variant of 贛|赣[Gan4]														
赣		Gan4		贛	0	1	0	1		abbr. for Jiangxi Province 江西省[Jiang1 xi1 Sheng3]/Gan River in Jiangxi Province 江西省[Jiang1 xi1 Sheng3]														
冮		Gang1		冮	0	1	0	1		surname Gang														
港		Gang3		港	0	1	0	1		Hong Kong (abbr. for 香港[Xiang1 gang3])/surname Gang														
高		Gao1		高	0	1	0	1		surname Gao														
郜		Gao4		郜	0	1	0	1		surname Gao/name of a feudal state														
戈		Ge1		戈	0	1	0	1		surname Ge														
鬲		Ge2		鬲	0	1	0	1		surname Ge														
葛		Ge3		葛	0	1	0	1		surname Ge														
盖		Ge3		蓋	0	1	0	1		surname Ge														
浭		Geng1		浭	0	1	0	1		name of a river in Hebei														
耿		Geng3		耿	0	1	0	1		surname Geng														
郠		Geng3		郠	0	1	0	1		(place name)														
宫		Gong1		宮	0	1	0	1		surname Gong														
弓		Gong1		弓	0	1	0	1		surname Gong														
龚		Gong1		龔	0	1	0	1		surname Gong														
贡		Gong4		貢	0	1	0	1		surname Gong														
勾		Gou1		勾	0	1	0	1		surname Gou														
缑		Gou1		緱	0	1	0	1		surname Gou/Gou Mountain in Henan														
苟		Gou3		苟	0	1	0	1		surname Gou														
沽		Gu1		沽	0	1	0	1		abbr. for Tianjin 天津 (also 津沽)														
辜		Gu1		辜	0	1	0	1		surname Gu														
古		Gu3		古	0	1	0	1		surname Gu														
谷		Gu3		谷	0	1	0	1		surname Gu														
顾		Gu4		顧	0	1	0	1		surname Gu														
官		Guan1		官	0	1	0	1		surname Guan														
关		Guan1		關	0	1	0	1		surname Guan														
筦		Guan3		筦	0	1	0	1		surname Guan														
管		Guan3		管	0	1	0	1		surname Guan														
冠		Guan4		冠	0	1	0	1		surname Guan														
观		Guan4		觀	0	1	0	1		surname Guan														
广		Guang3		廣	0	1	0	1		surname Guang														
妫		Gui1		媯	0	1	0	1		surname Gui/name of a river														
妫		Gui1		嬀	0	1	0	1		variant of 媯|妫[Gui1]														
归		Gui1		歸	0	1	0	1		surname Gui														
邽		Gui1		邽	0	1	0	1		surname Gui/ancient place name														
桂		Gui4		桂	0	1	0	1		surname Gui/abbr. for Guangxi Autonomous Region 廣西壯族自治區|广西壮族自治区[Guang3 xi1 Zhuang4 zu2 Zi4 zhi4 qu1]														
炅		Gui4		炅	0	1	0	1		surname Gui														
炔		Gui4		炔	0	1	0	1		surname Gui														
鲧		Gun3		鮌	0	1	0	1		variant of 鯀|鲧[Gun3]														
鲧		Gun3		鯀	0	1	0	1		Gun, mythical father of Yu the Great 大禹[Da4 Yu3]														
呙		Guo1		咼	0	1	0	1		surname Guo														
过		Guo1		過	0	1	0	1		surname Guo														
郭		Guo1		郭	0	1	0	1		surname Guo														
国		Guo2		國	0	1	0	1		surname Guo														
虢		Guo2		虢	0	1	0	1		Guo, a kinship group whose members held dukedoms within the Zhou Dynasty realm, including Western Guo 西虢國|西虢国 and Eastern Guo 東虢國|东虢国/surname Guo														
哈		Ha1		哈	0	1	0	1		abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan/abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin														
海		Hai3		海	0	1	0	1		surname Hai														
韩		Han2		韓	0	1	0	1		Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄/Korea from the fall of the Joseon dynasty in 1897/Korea, esp. South Korea 大韓民國|大韩民国/surname Han														
撖		Han4		撖	0	1	0	1		surname Han/Taiwan pr. [Gan3]														
汉		Han4		漢	0	1	0	1		Han ethnic group/Chinese (language)/the Han dynasty (206 BC-220 AD)														
翰		Han4		翰	0	1	0	1		surname Han														
杭		Hang2		杭	0	1	0	1		surname Hang/Hangzhou														
郝		Hao3		郝	0	1	0	1		ancient place name/surname Hao														
昊		Hao4		昊	0	1	0	1		surname Hao														
何		He2		何	0	1	0	1		surname He														
和		He2		和	0	1	0	1		surname He														
荷		He2		荷	0	1	0	1		Holland/the Netherlands/abbr. for 荷蘭|荷兰[He2 lan2]														
菏		He2		菏	0	1	0	1		He river in Shandong														
佫		He4		佫	0	1	0	1		surname He														
贺		He4		賀	0	1	0	1		surname He														
赫		He4		赫	0	1	0	1		surname He														
黑		Hei1		黑	0	1	0	1		abbr. for Heilongjiang province 黑龍江|黑龙江[Hei1 long2 jiang1]														
恒		Heng2		恆	0	1	0	1		surname Heng														
訇		Hong1		訇	0	1	0	1		surname Hong														
洪		Hong2		洪	0	1	0	1		surname Hong														
红		Hong2		紅	0	1	0	1		surname Hong														
闳		Hong2		閎	0	1	0	1		surname Hong														
侯		Hou2		侯	0	1	0	1		surname Hou														
后		Hou4		后	0	1	0	1		surname Hou														
郈		Hou4		郈	0	1	0	1		surname Hou/place name														
忽		Hu1		忽	0	1	0	1		surname Hu														
滹		Hu1		滹	0	1	0	1		surname Hu/name of a river														
轷		Hu1		軤	0	1	0	1		surname Hu														
胡		Hu2		胡	0	1	0	1		surname Hu														
扈		Hu4		扈	0	1	0	1		surname Hu														
沪		Hu4		滬	0	1	0	1		short name for Shanghai														
花		Hua1		花	0	1	0	1		surname Hua														
滑		Hua2		滑	0	1	0	1		surname Hua														
华		Hua2		華	0	1	0	1		abbr. for China														
华		Hua4		華	0	1	0	1		Mt Hua 華山|华山 in Shaanxi/surname Hua														
怀		Huai2		懷	0	1	0	1		surname Huai														
淮		Huai2		淮	0	1	0	1		name of a river														
桓		Huan2		桓	0	1	0	1		surname Huan														
环		Huan2		環	0	1	0	1		surname Huan														
还		Huan2		還	0	1	0	1		surname Huan														
奂		Huan4		奐	0	1	0	1		surname Huan														
宦		Huan4		宦	0	1	0	1		surname Huan														
皇		Huang2		皇	0	1	0	1		surname Huang														
黄		Huang2		黃	0	1	0	1		surname Huang or Hwang														
惠		Hui4		惠	0	1	0	1		surname Hui														
火		Huo3		火	0	1	0	1		surname Huo														
霍		Huo4		霍	0	1	0	1		surname Huo														
丌		Ji1		丌	0	1	0	1		surname Ji														
姬		Ji1		姬	0	1	0	1		surname Ji/family name of the Zhou Dynasty 周代[Zhou1 dai4] (1046-256 BC)														
嵇		Ji1		嵇	0	1	0	1		surname Ji/name of a mountain														
机		Ji1		機	0	1	0	1		surname Ji														
稽		Ji1		稽	0	1	0	1		surname Ji														
吉		Ji2		吉	0	1	0	1		surname Ji/abbr. for 吉林[Ji2 lin2] Jilin Province														
姞		Ji2		姞	0	1	0	1		surname Ji														
戢		Ji2		戢	0	1	0	1		surname Ji														
汲		Ji2		汲	0	1	0	1		surname Ji														
籍		Ji2		籍	0	1	0	1		surname Ji														
藉		Ji2		藉	0	1	0	1		surname Ji														
济		Ji3		濟	0	1	0	1		used in place names associated with the Ji River 濟水|济水[Ji3 Shui3]/surname Ji														
纪		Ji3		紀	0	1	0	1		surname Ji/also pr. [Ji4]														
冀		Ji4		冀	0	1	0	1		short name for Hebei 河北 province/surname Ji														
季		Ji4		季	0	1	0	1		surname Ji														
蓟		Ji4		薊	0	1	0	1		surname Ji/ancient Chinese city state near modern day Beijing														
计		Ji4		計	0	1	0	1		surname Ji														
佳		Jia1		佳	0	1	0	1		surname Jia														
加		Jia1		加	0	1	0	1		Canada (abbr. for 加拿大[Jia1 na2 da4])/surname Jia														
嘉		Jia1		嘉	0	1	0	1		surname Jia														
泇		Jia1		泇	0	1	0	1		the name of a river that flows through Shandong and Jiangsu														
贾		Jia3		賈	0	1	0	1		surname Jia														
驾		Jia4		駕	0	1	0	1		surname Jia														
篯		Jian1		籛	0	1	0	1		surname Jian														
蕑		Jian1		蕑	0	1	0	1		surname Jian														
剪		Jian3		剪	0	1	0	1		surname Jian														
柬		Jian3		柬	0	1	0	1		abbr. for 柬埔寨[Jian3 pu3 zhai4], Cambodia														
翦		Jian3		翦	0	1	0	1		surname Jian														
蹇		Jian3		蹇	0	1	0	1		surname Jian														
谏		Jian4		諫	0	1	0	1		surname Jian														
姜		Jiang1		姜	0	1	0	1		surname Jiang														
江		Jiang1		江	0	1	0	1		surname Jiang														
蒋		Jiang3		蔣	0	1	0	1		surname Jiang/refers to Chiang Kai-shek 蔣介石|蒋介石														
